label,bankname,CERT
2,COMMONWEALTH CMTY BANK INC,8126
2,INDEPENDENCE BANK OF KY,8136
2,COLFAX BANKING CO,8140
1,SABINE STATE BANK&TRUST CO,8141
2,BANK OF GUEYDAN,8144
2,FIRST AMERICAN BANK&TRUST,8149
1,CAMBRIDGE TRUST CO,8152
1,STATE SAVINGS BANK,8162
1,HONOR BANK,8165
2,LAKE-OSCEOLA STATE BANK,8172
1,CITIZENS STATE BANK,8183
1,FLAGSHIP BANK MINNESOTA,8188
2,STATE BANK OF LISMORE,8190
2,FIRST STATE BANK OF RED WING,8191
1,LAKE COMMUNITY BANK,8193
1,PORTAGE BANK,8197
2,WARREN BANK&TRUST CO,81
2,CITIZENS BANK MINNESOTA,8200
1,AMERICANA COMMUNITY BANK,8205
2,PRAIRIE SUN BANK,8207
2,FREEPORT STATE BANK,8210
2,FARMERS STATE BANK OF HAMEL,8214
1,FIRST STB OF SWANVILLE,8218
2,COPIAH BANK,8231
1,BANK OF HOLLY SPRINGS,8232
2,RIVERHILLS BANK,8234
1,PLANTERS BANK&TRUST CO,8235
2,CITIZENS BANK&TRUST CO,823
2,BANK OF ANGUILLA,8243
2,BANK OF WIGGINS,8250
2,ADRIAN BANK,8251
1,OMB BANK,8252
1,MONTGOMERY BANK,8255
2,FARMERS BANK OF LOHMAN MO,8268
1,UMB BANK NATIONAL ASSN,8273
2,EXCHANGE BANK OF NE MO,8274
2,ALTON BANK,8276
1,FIRST MISSOURI STATE BANK,8282
1,LEAD BANK,8283
1,O BANNON BANKING CO,8295
1,CENTURY BANK OF THE OZARKS,8296
2,FIRST STATE BANK OF FORSYTH,8317
1,STOCKMENS BANK,8321
1,NEBRASKA STATE BANK&TRUST CO,8322
2,COMMUNITY STATE BANK,8323
2,FIRST TRI COUNTY BANK,8333
2,FIRST STATE BANK OF HARVEY,8383
1,KODABANK,8386
2,BANKNORTH,8387
2,LINCOLN STATE BANK,8390
2,WATERFORD COMMERCIAL&SVG BK,8397
2,OTTOVILLE BANK CO,8403
1,FARMERS&MERCHANTS TR CHAMBER,8405
1,SUSQUEHANNA COMMUNITY BANK,8421
2,1ST SUMMIT BANK,8426
2,ONE BANK OF TENNESSEE,8432
1,CENTENNIAL BANK,8439
1,BANK OF ROMNEY,845
2,EXCHANGE BANK,8468
2,PLEASANTS COUNTY BANK,847
1,CENTRAL STATE BANK,8487
2,SCOTT STATE BANK,8491
2,UNION STATE BANK,8499
2,FARMERS STATE BANK,8503
2,NEW ALBIN SAVINGS BANK,8506
2,SLOAN STATE BANK,8507
2,FARMERS TRUST&SAVINGS BANK,8510
2,CRAWFORD COUNTY T&SB,8511
2,STATE SAVINGS BANK,8513
2,WHITE STATE BANK,8519
2,FIRST STATE BANK,8522
2,CONCORDIA BANK&TRUST CO,8527
2,BANK OF COUSHATTA,8531
2,BANK OF ERATH,8532
2,TENSAS STATE BANK,8533
2,ST LANDRY BANK&TRUST CO,8534
2,FIRST COMMUNITY BANK,8535
2,PROGROWTH BANK,8536
2,BANKCHEROKEE,8537
2,STATE BANK OF FAIRMONT,8541
2,UNITED COMMUNITY BANK,8544
1,SENTRY BANK,8546
2,GREAT SOUTHERN BANK,8552
2,BANK OF MORTON,8556
2,MERCHANTS&FARMERS BK GREENE,855
1,BANK 21,8560
2,BANK OF GRAIN VALLEY,8564
2,GOPPERT FINANCIAL BANK,8569
1,CITIZENS BANK OF ROGERSVILLE,8572
2,MARIES COUNTY BANK,8576
2,BANK OF IBERIA,8584
2,MONTROSE SAVINGS BANK,8594
1,I3 BANK,8595
2,FIRST STATE BANK,8604
2,STATE BANK&TRUST,861
2,CITIZENS STB AT MOHALL,8632
2,DAKOTA WESTERN BANK,8637
2,FARMERS&MERCHANTS BANK OF ND,8640
2,FARMERS STATE BANK,8647
2,COMMERCIAL BANK&TRUST CO,8660
2,FARMERS BANK,8661
1,FIRSTBANK,8663
1,FARMERS&MERCHANTS BANK,8668
2,BLUE GRASS VALLEY BANK,8672
2,LAMONT BANK OF ST JOHN,8681
2,BLUFF VIEW BANK,8693
1,BANK OF LAKE MILLS,8695
1,PORT WASHINGTON STATE BANK,8698
1,WALDO STATE BANK,8700
1,UNITY BANK,8714
2,WYOMING BANK&TRUST,8718
2,COWBOY STATE BANK,8725
1,ARVEST BANK,8728
1,STATE BANK OF COCHRAN,872
1,GATEWAY BANK,8730
1,MERCHANTS&FARMERS BANK,8735
2,CITIZENS BANK&TRUST CO,8738
1,SYNOVUS BANK,873
1,FIRST STB OF MIDDLEBURY,8745
2,IOWA STATE SAVINGS BANK,8751
1,FIRST TRUST&SAVINGS BANK,8752
2,CITIZENS BANK,8758
2,FARMERS STATE BANK,8760
1,KERNDT BROTHERS SAVINGS BANK,8761
2,SACRAMENTO DEPOSIT BANK,8762
2,BANK OF DAWSON,876
2,SPRINGFIELD STATE BANK,8772
2,CECILIAN BANK,8774
2,BANK OF COLUMBIA,8775
2,MAGNOLIA STATE BANK,877
1,PEOPLES EXCHANGE BANK,8785
1,COTTONPORT BANK,8798
2,JACKSON PARISH BANK,8799
2,FARMERS STATE BANK,879
1,BANK OF DELMARVA,8810
1,HEBRON SAVINGS BANK,8811
1,QUEENSTOWN BANK OF MARYLAND,8816
2,UNITED FARMERS STATE BANK,8821
2,ADRIAN STATE BANK,8822
2,EAGLE BANK,8824
2,FIRST STB OF SAUK CENTRE,8831
2,CURRIE STATE BANK,8833
2,PEOPLES STATE BANK OF WELLS,8840
2,GRAND MARAIS STATE BANK,8842
1,AMERICAN HERITAGE NB,8843
2,FARMERS&MERCHANTS STB APPLET,8845
2,CENBANK,8848
1,NORTH SHORE BANK OF COMMERCE,8850
1,PARK STATE BANK,8851
1,GLENWOOD STATE BANK INC,8853
1,GROVE BANK,8857
2,STATE BANK OF CHANDLER,8858
1,WOODLAND BANK,8863
1,HERITAGE BANK MINNESOTA,8865
1,MERCHANTS BANK NATIONAL ASSN,8866
1,ULTIMA BANK MINNESOTA,8867
1,BANKFIRST FINANCIAL SERVICES,8870
2,COMMUNITY BANK OF MS,8879
2,COUNTRY CLUB BANK,8888
1,MIDWEST REGIONAL BANK,8889
1,SULLIVAN BANK,8892
1,AMERICAS COMMUNITY BANK,8893
2,JONESBURG STATE BANK,8896
1,ST JOHNS BANK&TRUST CO,8898
1,GEORGIA FIRST BANK,889
1,GENERATIONS BANK,88
2,PEOPLES BANK&TRUST CO,8903
2,NODAWAY VALLEY BANK,8904
2,CITIZENS BANK,893
1,BANK FORWARD,8941
2,STOCK GROWERS BANK,8942
2,MERCHANTS BANK,8943
2,KINDRED STATE BANK,8946
1,COMMUNITY BANK,8975
2,SECURITY STB OF OKLAHOMA,8980
2,BANK OF FOREST,898
2,GERBER STATE BANK,899
1,SIGNATURE BANK OF ARKANSAS,89
2,HOME LOAN STATE BANK,90040
2,FIRST STATE BANK OF ROSCOE,9005
2,HEARTLAND STATE BANK,9007
1,ADAMS COMMUNITY BANK,90140
1,BANKPROV,90141
1,ATHOL SAVINGS BANK,90146
1,BLUESTONE BANK,90169
1,EAST CAMBRIDGE SAVINGS BANK,90173
1,BANK OF CANTON,90175
1,CLINTON SAVINGS BANK,90181
1,MIDDLESEX SAVINGS BANK,90183
1,EASTHAMPTON SAVINGS BANK,90188
1,MARTHAS VINEYARD BANK,90190
1,EAGLE BANK,90191
1,BAYCOAST BANK,90196
1,CAPE ANN SAVINGS BANK,90203
1,GREENFIELD SAVINGS BANK,90206
1,PENTUCKET BANK,90208
1,HINGHAM INST FOR SVG,90211
1,PEOPLESBANK,90213
1,AVIDIA BANK,90215
1,LOWELL FIVE CENT SB,90227
1,WASHINGTON SAVINGS BANK,90229
1,MARBLEHEAD BANK,90234
1,MAIN STREET BANK,90235
1,BANK OF CHARLES TOWN,9023
1,MONSON SAVINGS BANK,90245
1,CALHOUN COUNTY BANK INC,9024
1,INSTITUTION SVG NEWBURYPORT&,90250
1,NEWBURYPORT FIVE CENTS SB,90251
1,MOUNTAINONE BANK,90253
1,NORTH BROOKFIELD SB,90258
1,NORTH EASTON SAVINGS BANK,90259
1,SEAMENS BANK,90268
1,CORNERSTONE BANK,90282
1,UNIBANK FOR SAVINGS,90290
1,SAVINGS BANK,90291
1,WEBSTER FIVE CENTS SB,90297
2,BYRON BANK,902
1,WESTFIELD BANK,90300
1,SOUTH SHORE BANK,90303
1,WINCHESTER SAVINGS BANK,90308
2,HARRISON COUNTY BANK,9030
1,BAY STATE SAVINGS BANK,90311
1,HEADWATERS STATE BANK,9035
2,SECURITY STATE BANK,9036
1,MOUND CITY BANK,9037
1,BANK OF LANDISBURG,90384
1,AMALGAMATED BANK OF CHICAGO,903
2,CITIZENS STATE BANK,9047
3,DEPOSITORY TRUST CO,90544
2,BANK OF MOUNDVILLE,9057
1,PLANTERS FIRST BANK,9064
1,BANK OF DUDLEY,9068
2,FARMERS&MERCHANTS BANK,9069
2,FIRST BANK OF PIKE,9070
2,HARVARD STATE BANK,9079
1,HOLCOMB BANK,9080
1,1ST SOURCE BANK,9087
2,ATKINS SAVINGS BANK&TRUST,9096
2,SOUTH OTTUMWA SAVINGS BANK,9099
2,COMMERCIAL BANK&TRUST CO,90
1,5STAR BANK,91005
2,PILOT GROVE SAVINGS BANK,9100
2,WEST IOWA BANK,9105
2,FARMERS STATE BANK,9106
2,ROLETTE STATE BANK,9120
1,STATE BANK OF BOTTINEAU,9121
1,WESTERN STATE BANK,9123
2,BANK OF LITTLE ROCK,91280
2,HARWOOD STATE BANK,9128
3,CIBC NATIONAL TRUST CO,91325
1,OSGOOD BANK,9137
2,COML&SVG BK MILLERSBURG OH,9139
2,NORTHERN TRUST CO,913
2,COUNTYBANK,9155
1,WAYNE COUNTY BANK,9168
1,SECURITY BANK&TRUST CO,9172
1,APEX BANK,9176
2,UNION BANK&TRUST CO,9179
1,BRIGHTON BANK,9189
2,HOME BANKING CO,9196
1,CENTRAL BANK,9204
2,GLENNVILLE BANK,9244
2,BANK OF LAFAYETTE GEORGIA,9245
2,FARMERS STB OF HOFFMAN,9259
1,STATE BANK OF GENEVA,925
2,STILLMAN BANCCORP N A,9263
2,RUSHVILLE STATE BANK,9265
2,PEOPLES NB OF KEWANEE,926
2,VILLA GROVE STATE BANK,9273
2,HILL-DODGE BANKING CO,9274
2,FIRST BANK OF BERNE,9288
2,FARMERS STATE BANK,9295
1,FARMERS&MERCHANTS SB,9298
2,RELIANCE STATE BANK,9299
2,READLYN SAVINGS BANK,9300
2,CITIZENS BANK,9306
2,UNITED SOUTHERN BANK,9309
2,COMMERCIAL BANK,9310
2,PBK BANK INC,9313
2,BANK OF MAYSVILLE,9315
2,MERCHANTS&FARMERS B&T CO,9319
2,CITIZENS STB OF MILFORD,931
2,MARION STATE BANK,9320
1,CROSS KEYS BANK,9322
2,BANK OF WINNFIELD&TRUST CO,9323
2,JONESBORO STATE BANK,9325
1,WASHINGTON STATE BANK,9326
1,FARMERS-MERCHANTS B&T CO,9327
1,PEOPLES BANK,9328
2,FIRST STB OF LE CENTER,9330
2,BANK OF MAPLE PLAIN,9332
1,STEARNS BANK UPSALA NA,9336
2,CITIZENS STB OF WAVERLY INC,9337
2,FARMERS&MERCHANTS STB NY MIL,9340
2,FIRST STATE BANK OF FOUNTAIN,9349
2,STATE BANK OF LAKE PARK,9351
2,FARMERS STB OF HOFFMAN,9354
2,COMMERCIAL BANK,9356
2,BANK OF COMMERCE,9359
1,PEOPLES BANK,9366
1,BANK OF ADVANCE,9369
1,F&C BANK,9378
2,BANK OF BROOKFIELD PURDIN NA,9385
1,CORNER STONE BANK,9388
2,BANK OF GRANDIN,9392
1,VALLEY NATIONAL BANK,9396
1,RIVERSIDE BANK,93
2,BANK OF CATTARAUGUS,9406
1,TIOGA STB NA,9410
2,GRANT COUNTY STATE BANK,9417
2,UNION BANK,9420
2,CITIZENS STB OF LANKIN,9422
2,CHOICE FINANCIAL GROUP,9423
2,FIRST STATE BANK,9437
2,MT VICTORY STATE BANK,9438
2,PEOPLES SAVINGS BANK,9439
2,PATASKALA BANKING CO,9440
1,HEARTLAND BANK,9443
0,FIRST BANK OF OHIO,9450
1,NORTH SIDE BANK&TRUST CO,9457
1,FARMERS&MERCHANTS BANK,9462
2,UNIFIED BANK,9463
2,ALVA STATE BANK&TRUST CO,9465
1,VALOR BANK,9467
2,WELCH STB OF WELCH OKLA,9472
2,CLACKAMAS COUNTY BANK,9486
1,PEOPLES BANK,9489
2,THREAD BANK,9499
2,FIRST STATE BANK OF WARREN,94
1,MOVEMENT BANK,9502
2,BANK OF MARION,9507
2,IOWA STATE BANK,950
1,CLEVELAND STATE BANK,9517
2,CHEROKEE STATE BANK,951
1,BRISTOL MORGAN BANK,9523
1,PINERIES BANK,9526
1,STATE BANK OF NEWBURG,9529
2,COMMUNITY STATE BANK,9536
1,BANKERS TRUST CO,953
2,FNB BANK,954
1,CONNECTION BANK,955
2,GLENWOOD STATE BANK,956
2,UNITED BANK OF IOWA,958
1,LOCAL BANK,9614
2,SWEET WATER STATE BANK,9615
2,FIRST BANK,9620
1,CAPITAL CITY BANK,9622
2,ALLIANCE COMMUNITY BANK,9631
1,FORTRESS BANK,9632
2,HOME TRUST&SAVINGS BANK,963
2,CITIZENS BANK,9647
2,CITIZENS STB OF CHENEY KS,9658
1,STATE BANK OF DOWNS,9659
2,BANK OF HOLYROOD,9661
1,KAW VALLEY BANK,9665
2,FREDONIA VALLEY BANK,9669
2,HOME STATE BANK,966
2,OWINGSVILLE BANKING CO,9672
1,EDMONTON STATE BANK,9678
2,SECURITY TRUST&SAVINGS BANK,968
2,TEMPLETON SAVINGS BANK,969
1,ROCKLAND TRUST CO,9712
1,OXFORD BANK,9719
1,CONCORDE BANK,9727
1,FIRST SECURITY BANK,9728
1,VANTAGE BANK,9733
1,STATE BANK OF NEW RICHLAND,9735
1,MIDWEST BANK,9737
2,HOME STATE BANK,9745
1,NORTHWESTERN BANK NA,9746
2,VERGAS STATE BANK,9747
1,21ST CENTURY BANK,9751
2,MARSHALL COUNTY STATE BANK,9752
1,COMMUNITY BANK MANKATO,9760
1,FIRST STB OF ROSEMOUNT,9769
2,BLISSFIELD STATE BANK,976
2,FIRST STATE BANK SOUTHWEST,9770
2,SECURITY STB OF WARROAD,9773
2,BANK OF KILMICHAEL,9775
2,CITIZENS BANK&TRUST CO,9777
2,TRI-COUNTY BANK,977
1,BLOOMSDALE BANK,9788
2,COMMERCIAL TR CO OF FAYETTE,9791
2,KEARNEY TRUST CO,9794
1,M1 BANK,9797
1,BANK OF ODESSA,9803
2,ADAMS STATE BANK,9812
2,PLATTE VALLEY BANK,9818
2,NEBRASKA STATE BANK,9819
2,STATE BANK OF TABLE ROCK,9822
2,EASTERN MICHIGAN BANK,982
1,ALDEN STATE BANK,9831
1,COMERICA BANK,983
1,TRUIST BANK,9846
2,MARBLEHEAD BANK,9860
2,REPUBLIC BANKING CO,9865
2,ST HENRY BANK,9871
1,BANK360,9875
2,FIRST STATE BANK,9879
1,SECURITY BANK&TRUST CO,9881
1,DIME BANK,9888
1,MID PENN BANK,9889
1,ANDERSON BROTHERS BANK,9923
2,COMMERCIAL STB OF WAGNER,9932
2,RIVERS EDGE BANK,9935
2,VALLEY EXCHANGE BANK,9947
1,F&M BANK,9963
1,AMERICAN STATE BANK,9967
2,FIRST STATE BANK OF UVALDE,9978
2,FARMERS&MERCHANTS BK CRAIG C,9986
1,JEFFERSON SECURITY BANK,9997
1,CAPON VALLEY BANK,9998
2,G W JONES EXCHANGE BANK,999
1,BANK OF DELIGHT,99
